essay_id	essay_set	essay	rater1_domain1	rater2_domain1	rater3_domain1	domain1_score	rater1_domain2	rater2_domain2	domain2_score	rater1_trait1	rater1_trait2	rater1_trait3	rater1_trait4	rater2_trait1	rater2_trait2	rater2_trait3	rater2_trait4	7.1=8.1	7.2=8.2	"7.3=8.4,8.5"	7.4=8.6
17878	7	"Patience. Being patient means that you needs to make and dor one' thing constantly to make one????understand. That is patience. My mom is patient. When I dart understand a problem, she will explain @CAPS1 to me, never in rush. She don't yell a t me when I don't understand, unlike my dad, who is very impatient. He would yell, and possiblely cursed at me in chinease. That happens nearly every time I don't understand something. But my mom will contune explain to me until I understand what @CAPS1 means. Some people @MONTH1 be impatient because of triats or because that he or she has high blood pressure. Patience is something my people have, but @CAPS1 seems like even move people lacks @CAPS1."	4	6		10				0	1	1	2	0	2	2	2	0	1.5	1.5	2
17879	7	"I am patient every year @CAPS1 one specil day to come. My birthday ??? ??? @NUM1 was a specil day @CAPS1 my mom and dad, @NUM2 boy my mom ever had @NUM3 boy my dad had. I am still wating @CAPS1 my brithday to come again."	4	3		7				1	1	1	1	0	1	1	1	0.5	1	1	1
17880	7	"Swimming is a lot of fun. I enjoy feeling the cool water all around me. Patience is an important part of the swimming you have to be patient when waiting to start practice, stretching, waiting for instruction when learning a new stroke learning a new way to turn at the wall, ect. On the first day of swim team this year the coaches went through safety rules, regulations, and what we were going to do this year. For all the people who knew this stuff already, like me it wasn't very easy to be patient. But I personally think the entire team did a good job listening. Patience is important."	8	8		16				2	2	2	2	2	2	2	2	2	2	2	2
17881	7	Patience what is it really? Do any of us have it? I think if we think about it we could all be patient. One time when I was in @LOCATION1 we went to @ORGANIZATION1 and we rod no wait for any of the rides. The next time we went there we had to be patient because the lines were really long. I could wait but it seemed like a lot of the little kids had a hard time standing still. Another example about patences is when the miners got stated in the mine in @LOCATION2 for @NUM1 days they had to be patient and wait for someone to rescue them. They also had to be patient when the were coming up from the mine in that little elevator thingy magig. One last example on patence is when you are walking in a group with other people you have to be patient and listen to there ideas and let them do some of the work. These I think are just some examples of why you have to be patient or when you have to be patient.	6	6		12				1	1	2	2	1	1	2	2	1	1	2	2
17882	7	"d time I was patient was when we where going to disocy w orkerd for the first time and l was very excited ! We only bad one week left to wait to go .But I couldn’t wait that long l thought l waited long enough to, and I wanted to go at moment.  Even thought I had to wait still bad a fon time a disrey word I juss had to be patient!"	6	6		12				1	1	2	2	1	2	1	2	1	1.5	1.5	2
17883	7	"I will be writing about patience in my own mix up way even thow you are adults. Once their was a littel silck warm getting ready to change in to a butter fly month. But this silck worm had a problem he was still to skiny to change he had to be nice & fat like a fat pratle stick cut in half. He crold going bush to bush eating any green leave he could find. But here’s where a nether problem kicked in to please. It was becoming winter cut side, so every leave he found was brown & nasty. In the grass was changing to. But he wanted to change in to a moath so bad that he had chose but to eat the die leave & grass. In he was very patient about it to. But then he got trained at eating die leaves & grass so he grow more & more unpatient because he wanted to change so bad that he explaed…. But he wack up in seen that he was in a white silck wrapping so he repped out of it. In seen he was a moath after all but then he remeinder he was eating nice green leave together. In wrapped his ??? up in want to sleep. And that’s how he had that strange dream."	8	12		20				2	2	2	2	3	3	3	3	2.5	2.5	2.5	2.5
17884	7	"I have lived in a lot of different. Places through out my life. They are @ORGANIZATION1, @PERSON1, @CAPS1, @LOCATION2, @LOCATION1 and @CAPS2. That's @CAPS3 different place. @CAPS6 was and still is land to about to @CAPS6 @CAPS4 somewhere along that long road in @LOCATION2 my parents got devased. My dad moved to @CAPS5 and eventually @PERSON2. We moved to @LOCATION1 with my mom (my sister and me). @CAPS6 was fun there because @CAPS6 hadn't seen my cousin, my aunt, my uncle, and my grandma for about six years. @CAPS4 I hadn't seen my dad in almost @NUM1 months. My grandma says to not to moving and till see him soon. By soon @CAPS6 didn't think like meant @NUM2 months. In those @NUM2 months we wanted a house neat to a patch of works and a fresh water @DATE1. My mom even got a boyfriend that she later broke up with. Then later she started and still is dating the guy we are renting awe house from. When my dad called and said that he was coming, @CAPS6 made me. So happy. @CAPS6 @CAPS7 didn't that @CAPS6 could make @CAPS6 @NUM4 months without seeing my dad.  @CAPS4 @CAPS6 did @CAPS6. Now that he's settled in a see him once a match for one weekend. With better than @NUM4 months or not at all."	12	12		24				3	3	3	3	3	3	3	3	3	3	3	3
17885	7	"I was patient on the trip to @LOCATION1 it took two days to get down there I got hungery and had to go to the bathroom when ever I was hungery I had to what until next stop when we got gas so when it was on full I had to be patient with out complaining. So, I had to be patient until the gas tank was empty that’s when we got gas and I could eat something or I had to be patient until there was a @CAPS1 on the right hand or a test area because the have a vending machine there and bathrooms there too. On the right hand side because we can get off on get back on the high way. That’s when I had to be patient."	4	5		9				1	1	1	1	2	2	1	0	1.5	1.5	1	0.5
17886	7	When I was patient. I was patient once or twice. One time was when I had to use the phone but my mom was on it. So I waited an hour and a half to use the phone. Another time was when I wanted to go to @ORGANIZATION1 to get some pop. So I was patient while my mom got everybody ready to go to @ORGANIZATION1.	4	5		9				1	1	1	1	1	1	1	2	1	1	1	1.5
17887	7	"It was my first camping trip! Well, we went camping when I was one but I don’t remenber a lot. I was super excited! So, I’m sorry if I could’nt help but wonder @CAPS1 the ? are we going! My patience was not very good. While I was waiting for my dad to hook the camper up to his truck I sat there very bored. I kept saying when are you going to be done? Or,when are we leaving? Everytime I got, just be patient hunny. So, I tried it wasn’t really working.We finally left, it was an hour drive and when your seven thats a very long time. I had nothing to do, I was bored out of my mind! So, I said “daddy when are we gonna be there?” I got later, just be patient. So I followed demands and went along with his idea. Once we got there the first thing I wanted to do was swim. So as my mom was getting her swimsut  on. I was so impatient I looked like I had ants in my pots. I was going to go knock of the bathroom door but, I didn’t I took what I had learnt earier and did it. I sat down and patiently waited for my mom. So throughout this I learned a big lesson on patience. If you are patient things will happen much faster. I still use this lesson today. But every one in a while everyone is a little impatient."	10	10		20				3	3	2	2	3	3	2	2	3	3	2	2
